nodeId1,portId1,nodeId2,portId2,bandwidth,delay
57,0,71,1,400Gbps,1ns
57,1,79,1,400Gbps,1ns
57,2,87,1,400Gbps,1ns
57,3,95,1,400Gbps,1ns
57,4,103,1,400Gbps,1ns
57,5,111,1,400Gbps,1ns
57,6,119,1,400Gbps,1ns
57,7,127,1,400Gbps,1ns
58,0,71,2,400Gbps,1ns
58,1,79,2,400Gbps,1ns
58,2,87,2,400Gbps,1ns
58,3,95,2,400Gbps,1ns
58,4,103,2,400Gbps,1ns
58,5,111,2,400Gbps,1ns
58,6,119,2,400Gbps,1ns
58,7,127,2,400Gbps,1ns
59,0,71,3,400Gbps,1ns
59,1,79,3,400Gbps,1ns
59,2,87,3,400Gbps,1ns
59,3,95,3,400Gbps,1ns
59,4,103,3,400Gbps,1ns
59,5,111,3,400Gbps,1ns
59,6,119,3,400Gbps,1ns
59,7,127,3,400Gbps,1ns
60,0,71,4,400Gbps,1ns
60,1,79,4,400Gbps,1ns
60,2,87,4,400Gbps,1ns
60,3,95,4,400Gbps,1ns
60,4,103,4,400Gbps,1ns
60,5,111,4,400Gbps,1ns
60,6,119,4,400Gbps,1ns
60,7,127,4,400Gbps,1ns
61,0,71,5,400Gbps,1ns
61,1,79,5,400Gbps,1ns
61,2,87,5,400Gbps,1ns
61,3,95,5,400Gbps,1ns
61,4,103,5,400Gbps,1ns
61,5,111,5,400Gbps,1ns
61,6,119,5,400Gbps,1ns
61,7,127,5,400Gbps,1ns
62,0,71,6,400Gbps,1ns
62,1,79,6,400Gbps,1ns
62,2,87,6,400Gbps,1ns
62,3,95,6,400Gbps,1ns
62,4,103,6,400Gbps,1ns
62,5,111,6,400Gbps,1ns
62,6,119,6,400Gbps,1ns
62,7,127,6,400Gbps,1ns
63,0,71,7,400Gbps,1ns
63,1,79,7,400Gbps,1ns
63,2,87,7,400Gbps,1ns
63,3,95,7,400Gbps,1ns
63,4,103,7,400Gbps,1ns
63,5,111,7,400Gbps,1ns
63,6,119,7,400Gbps,1ns
63,7,127,7,400Gbps,1ns
0,8,1,8,400Gbps,1ns
0,9,2,8,400Gbps,1ns
0,10,3,8,400Gbps,1ns
0,11,4,8,400Gbps,1ns
0,12,5,8,400Gbps,1ns
0,13,6,8,400Gbps,1ns
0,14,7,8,400Gbps,1ns
1,9,2,9,400Gbps,1ns
1,10,3,9,400Gbps,1ns
1,11,4,9,400Gbps,1ns
1,12,5,9,400Gbps,1ns
1,13,6,9,400Gbps,1ns
1,14,7,9,400Gbps,1ns
2,10,3,10,400Gbps,1ns
2,11,4,10,400Gbps,1ns
2,12,5,10,400Gbps,1ns
2,13,6,10,400Gbps,1ns
2,14,7,10,400Gbps,1ns
3,11,4,11,400Gbps,1ns
3,12,5,11,400Gbps,1ns
3,13,6,11,400Gbps,1ns
3,14,7,11,400Gbps,1ns
4,12,5,12,400Gbps,1ns
4,13,6,12,400Gbps,1ns
4,14,7,12,400Gbps,1ns
5,13,6,13,400Gbps,1ns
5,14,7,13,400Gbps,1ns
6,14,7,14,400Gbps,1ns
8,8,9,8,400Gbps,1ns
8,9,10,8,400Gbps,1ns
8,10,11,8,400Gbps,1ns
8,11,12,8,400Gbps,1ns
8,12,13,8,400Gbps,1ns
8,13,14,8,400Gbps,1ns
8,14,15,8,400Gbps,1ns
9,9,10,9,400Gbps,1ns
9,10,11,9,400Gbps,1ns
9,11,12,9,400Gbps,1ns
9,12,13,9,400Gbps,1ns
9,13,14,9,400Gbps,1ns
9,14,15,9,400Gbps,1ns
10,10,11,10,400Gbps,1ns
10,11,12,10,400Gbps,1ns
10,12,13,10,400Gbps,1ns
10,13,14,10,400Gbps,1ns
10,14,15,10,400Gbps,1ns
11,11,12,11,400Gbps,1ns
11,12,13,11,400Gbps,1ns
11,13,14,11,400Gbps,1ns
11,14,15,11,400Gbps,1ns
12,12,13,12,400Gbps,1ns
12,13,14,12,400Gbps,1ns
12,14,15,12,400Gbps,1ns
13,13,14,13,400Gbps,1ns
13,14,15,13,400Gbps,1ns
14,14,15,14,400Gbps,1ns
16,8,17,8,400Gbps,1ns
16,9,18,8,400Gbps,1ns
16,10,19,8,400Gbps,1ns
16,11,20,8,400Gbps,1ns
16,12,21,8,400Gbps,1ns
16,13,22,8,400Gbps,1ns
16,14,23,8,400Gbps,1ns
17,9,18,9,400Gbps,1ns
17,10,19,9,400Gbps,1ns
17,11,20,9,400Gbps,1ns
17,12,21,9,400Gbps,1ns
17,13,22,9,400Gbps,1ns
17,14,23,9,400Gbps,1ns
