taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
226,15,0,8947849,URMA_WRITE,7,0ns,226,,0,0,0.0,598.80508,0.0,0.0,119.5427
227,15,13,8947849,URMA_WRITE,7,0ns,227,,0,0,0.0,195.87198,0.0,0.0,365.457
228,15,1,8947849,URMA_WRITE,7,0ns,228,,0,0,0.0,610.7377,0.0,0.0,117.2071
229,15,12,8947849,URMA_WRITE,7,0ns,229,,0,0,0.0,195.87198,0.0,0.0,365.457
230,15,2,8947849,URMA_WRITE,7,0ns,230,,0,0,0.0,601.3758,0.0,0.0,119.0317
231,15,11,8947849,URMA_WRITE,7,0ns,231,,0,0,0.0,604.68862,0.0,0.0,118.3796
232,15,3,8947849,URMA_WRITE,7,0ns,232,,0,0,0.0,597.71924,0.0,0.0,119.7599
233,15,10,8947848,URMA_WRITE,7,0ns,233,,0,0,0.0,601.98028,0.0,0.0,118.9122
234,15,4,8947848,URMA_WRITE,7,0ns,234,,0,0,0.0,603.38854,0.0,0.0,118.6346
235,15,9,8947848,URMA_WRITE,7,0ns,235,,0,0,0.0,602.56334,0.0,0.0,118.7971
236,15,5,8947848,URMA_WRITE,7,0ns,236,,0,0,0.0,606.67832,0.0,0.0,117.9913
237,15,8,8947848,URMA_WRITE,7,0ns,237,,0,0,0.0,599.53716,0.0,0.0,119.3967
238,15,6,8947848,URMA_WRITE,7,0ns,238,,0,0,0.0,606.57912,0.0,0.0,118.0106
239,15,7,8947848,URMA_WRITE,7,0ns,239,,0,0,0.0,593.68844,0.0,0.0,120.573
