taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
2380,12,18,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2381,13,19,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2382,14,16,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.15706,278.00742,283.17002,367.0208
2383,15,17,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2384,16,14,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2385,17,15,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2386,18,12,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.2423,278.00742,283.25526,361.0457
2387,19,13,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2388,20,10,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2389,21,11,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2390,22,8,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2391,23,9,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2392,24,6,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.16832,278.00742,283.18128,366.2202
2393,25,7,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10158,278.00742,283.11454,371.0172
2394,26,4,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.16932,278.00742,283.18228,366.1493
2395,27,5,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.15502,278.00742,283.16798,367.1662
2396,28,2,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.16164,278.00742,283.1746,366.6947
2397,29,3,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2398,30,0,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2399,31,1,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2400,32,62,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,287.88942,278.00742,287.90238,191.2771
2401,33,63,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,287.83132,278.00742,287.84428,192.4083
2402,34,60,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2403,35,61,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10182,278.00742,283.11478,370.9997
2404,36,58,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10058,278.00742,283.11354,371.09
2405,37,59,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2406,38,56,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2407,39,57,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2408,40,54,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10268,278.00742,283.11564,370.9371
2409,41,55,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2410,42,52,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2411,43,53,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2412,44,50,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10584,278.00742,283.1188,370.7073
2413,45,51,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2414,46,48,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.2405,278.00742,283.25346,361.1699
2415,47,49,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10426,278.00742,283.11722,370.8222
2416,48,46,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2417,49,47,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2418,50,44,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2419,51,45,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10182,278.00742,283.11478,370.9997
2420,52,42,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2421,53,43,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2422,54,40,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2423,55,41,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.10058,278.00742,283.11354,371.09
2424,56,38,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2425,57,39,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2426,58,36,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2427,59,37,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,283.09958,278.00742,283.11254,371.1629
2428,60,34,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,287.80594,278.00742,287.8189,192.9066
2429,61,35,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,287.86404,278.00742,287.877,191.7696
2430,62,32,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,287.88942,278.00742,287.90238,191.2771
2431,63,33,236299,URMA_WRITE,1,0ns,30,29.0,278.00642,287.83132,278.00742,287.84428,192.4083
2432,0,31,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98358,287.89042,292.99654,371.09
2433,1,30,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2434,2,29,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.1155,287.89042,293.12846,361.7227
2435,3,28,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98358,287.89042,292.99654,371.09
2436,4,27,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98358,287.89042,292.99654,371.09
2437,5,26,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.0345,287.89042,293.04746,367.4174
2438,6,25,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2439,7,24,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.05232,287.89042,293.06528,366.1493
2440,8,23,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2441,9,22,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2442,10,21,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2443,11,20,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2444,12,19,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2445,13,18,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2446,14,17,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98458,287.89042,292.99734,371.0172
2447,15,16,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2448,16,15,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2449,17,14,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2450,18,13,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2451,19,12,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2452,20,11,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2453,21,10,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98438,287.89042,292.99734,371.0318
2454,22,9,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2455,23,8,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2456,24,7,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2457,25,6,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2458,26,5,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98358,287.89042,292.99654,371.09
2459,27,4,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2460,28,3,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98458,287.89042,292.99654,371.0172
2461,29,2,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.11752,287.89042,293.13048,361.583
2462,30,1,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2463,31,0,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2464,32,63,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98382,287.89142,292.99678,371.0726
2465,33,62,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2466,34,61,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2467,35,60,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.05304,287.89042,293.066,366.0982
2468,36,59,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.05232,287.89042,293.06528,366.1493
2469,37,58,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98558,287.89042,292.99754,370.9444
2470,38,57,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2471,39,56,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.05428,287.89042,293.06724,366.0103
2472,40,55,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2473,41,54,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98358,287.89042,292.99654,371.09
2474,42,53,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2475,43,52,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98458,287.89042,292.99754,371.0172
2476,44,51,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98458,287.89042,292.99754,371.0172
2477,45,50,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.0468,287.89042,293.05976,366.5412
2478,46,49,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2479,47,48,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.0164,287.89042,293.02936,368.7145
2480,48,47,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,297.71632,287.89042,297.72928,192.3691
2481,49,46,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2482,50,45,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.04356,287.89042,293.05652,366.7716
2483,51,44,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,297.71532,287.89042,297.72828,192.3887
2484,52,43,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2485,53,42,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2486,54,41,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,297.77242,287.89042,297.78538,191.2771
2487,55,40,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,297.77442,287.89042,297.78738,191.2384
2488,56,39,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2489,57,38,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.05304,287.89042,293.066,366.0982
2490,58,37,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.0528,287.89042,293.06576,366.1152
2491,59,36,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,293.05304,287.89042,293.066,366.0982
2492,60,35,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2493,61,34,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2494,62,33,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98458,287.89042,292.99754,371.0172
2495,63,32,236299,URMA_WRITE,1,0ns,31,30.0,287.88942,292.98258,287.89042,292.99554,371.1629
2496,0,32,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2497,1,33,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2498,2,34,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.87068,297.77542,302.88364,370.9371
2499,3,35,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2500,4,36,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,303.00252,297.77542,303.01548,361.583
2501,5,37,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.87226,297.77542,302.88522,370.8222
2502,6,38,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.87384,297.77542,302.8868,370.7073
2503,7,39,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86858,297.77542,302.88154,371.09
2504,8,40,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2505,9,41,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2506,10,42,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2507,11,43,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2508,12,44,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2509,13,45,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93856,297.77542,302.95152,366.0613
2510,14,46,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93016,297.77542,302.94312,366.6577
2511,15,47,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93804,297.77542,302.951,366.0982
2512,16,48,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2513,17,49,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2514,18,50,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2515,19,51,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93732,297.77542,302.95028,366.1493
2516,20,52,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2517,21,53,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93956,297.77542,302.95252,365.9905
2518,22,54,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2519,23,55,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86858,297.77542,302.88154,371.09
2520,24,56,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2521,25,57,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,307.65742,297.77542,307.67038,191.2771
2522,26,58,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2523,27,59,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.92934,297.77542,302.9423,366.7161
2524,28,60,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2525,29,61,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.9316,297.77542,302.9444,366.5554
2526,30,62,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,307.59932,297.77542,307.61228,192.4083
2527,31,63,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2528,32,0,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86858,297.77542,302.88154,371.09
2529,33,1,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2530,34,2,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.9195,297.77542,302.93246,367.4174
2531,35,3,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2532,36,4,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,303.00174,297.77542,303.0147,361.6369
2533,37,5,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2534,38,6,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86858,297.77542,302.88154,371.09
2535,39,7,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86982,297.77542,302.88278,370.9997
2536,40,8,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2537,41,9,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2538,42,10,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93804,297.77542,302.951,366.0982
2539,43,11,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2540,44,12,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93732,297.77542,302.95028,366.1493
2541,45,13,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2542,46,14,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93212,297.77542,302.94508,366.5184
2543,47,15,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2544,48,16,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2545,49,17,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86858,297.77542,302.88154,371.09
2546,50,18,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2547,51,19,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2548,52,20,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,307.59932,297.77542,307.61228,192.4083
2549,53,21,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2550,54,22,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,307.65742,297.77542,307.67038,191.2771
2551,55,23,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93856,297.77542,302.95152,366.0613
2552,56,24,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.9014,297.77542,302.91436,368.7145
2553,57,25,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2554,58,26,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2555,59,27,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93056,297.77542,302.94352,366.6293
2556,60,28,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.86758,297.77542,302.88054,371.1629
2557,61,29,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,302.93144,297.77542,302.9444,366.5667
2558,62,30,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,307.59932,297.77542,307.61228,192.4083
2559,63,31,236299,URMA_WRITE,1,0ns,32,31.0,297.77442,307.65742,297.77542,307.67038,191.2771
2560,0,33,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.82032,307.65842,312.83328,366.1493
2561,1,32,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2562,2,35,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2563,3,34,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2564,4,37,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.63198,307.65842,317.64494,189.5213
2565,5,36,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.78564,307.65842,312.7986,368.6254
2566,6,39,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2567,7,38,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2568,8,41,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2569,9,40,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2570,10,43,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2571,11,42,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2572,12,45,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.82156,307.65842,312.83452,366.0613
2573,13,44,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2574,14,47,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.81464,307.65842,312.8276,366.5525
2575,15,46,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2576,16,49,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2577,17,48,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,322.46642,307.65842,322.47938,127.6516
2578,18,51,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2579,19,50,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2580,20,53,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2581,21,52,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,322.40832,307.65842,322.42128,128.1543
2582,22,55,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.5525,307.65842,317.56546,191.0436
2583,23,54,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,318.02454,307.65842,318.15368,182.345
2584,24,57,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2585,25,56,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2586,26,59,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2587,27,58,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2588,28,61,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.81556,307.65842,312.82852,366.4871
2589,29,60,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2590,30,63,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2591,31,62,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75158,307.65842,312.76454,371.09
2592,32,1,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.48232,307.65842,317.49528,192.4083
2593,33,0,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2594,34,3,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2595,35,2,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.54042,307.65842,317.55338,191.2771
2596,36,5,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2597,37,4,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.63524,307.65842,317.6482,189.4594
2598,38,7,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2599,39,6,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,315.45418,307.65842,315.53056,242.4587
2600,40,9,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2601,41,8,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2602,42,11,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2603,43,10,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2604,44,13,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2605,45,12,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2606,46,15,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2607,47,14,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.8134,307.65842,312.82636,366.6407
2608,48,17,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,322.4644,307.65842,322.47736,127.669
2609,49,16,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2610,50,19,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.55278,307.65842,317.56574,191.0382
2611,51,18,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.61088,307.65842,317.62384,189.9231
2612,52,21,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,322.4063,307.65842,322.41926,128.1719
2613,53,20,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2614,54,23,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2615,55,22,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2616,56,25,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.48232,307.65842,317.49528,192.4083
2617,57,24,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2618,58,27,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2619,59,26,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2620,60,29,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75158,307.65842,312.76454,371.09
2621,61,28,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.81236,307.65842,312.82532,366.7146
2622,62,31,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,317.54042,307.65842,317.55338,191.2771
2623,63,30,236299,URMA_WRITE,1,0ns,33,32.0,307.65742,312.75058,307.65842,312.76354,371.1629
2624,0,34,236299,URMA_WRITE,1,0ns,34,33.0,322.46642,327.55958,322.46742,327.57254,371.1629
2625,1,35,236299,URMA_WRITE,1,0ns,34,33.0,322.46642,332.34942,322.46742,332.36238,191.2771
2626,2,32,236299,URMA_WRITE,1,0ns,34,33.0,322.46642,332.29132,322.46742,332.30428,192.4083
2627,3,33,236299,URMA_WRITE,1,0ns,34,33.0,322.46642,327.55958,322.46742,327.57254,371.1629
