taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
170,11,14,8947849,URMA_WRITE,7,0ns,170,,0,0,0.0,653.64952,0.0,0.0,109.5125
171,11,7,8947849,URMA_WRITE,7,0ns,171,,0,0,0.0,650.52962,0.0,0.0,110.0377
172,11,15,8947849,URMA_WRITE,7,0ns,172,,0,0,0.0,657.05342,0.0,0.0,108.9452
173,11,6,8947848,URMA_WRITE,7,0ns,173,,0,0,0.0,658.9754,0.0,0.0,108.6274
174,11,0,8947848,URMA_WRITE,7,0ns,174,,0,0,0.0,651.76484,0.0,0.0,109.8292
175,11,5,8947848,URMA_WRITE,7,0ns,175,,0,0,0.0,652.4656,0.0,0.0,109.7112
176,11,1,8947848,URMA_WRITE,7,0ns,176,,0,0,0.0,662.96882,0.0,0.0,107.9731
177,11,4,8947848,URMA_WRITE,7,0ns,177,,0,0,0.0,654.5556,0.0,0.0,109.3609
178,11,2,8947848,URMA_WRITE,7,0ns,178,,0,0,0.0,651.5315,0.0,0.0,109.8685
179,11,3,8947848,URMA_WRITE,7,0ns,179,,0,0,0.0,654.88488,0.0,0.0,109.3059
180,12,11,8947849,URMA_WRITE,7,0ns,180,,0,0,0.0,647.71596,0.0,0.0,110.5157
181,12,13,8947849,URMA_WRITE,7,0ns,181,,0,0,0.0,214.85406,0.0,0.0,333.1694
182,12,10,8947849,URMA_WRITE,7,0ns,182,,0,0,0.0,649.90608,0.0,0.0,110.1433
183,12,14,8947849,URMA_WRITE,7,0ns,183,,0,0,0.0,214.85406,0.0,0.0,333.1694
184,12,9,8947849,URMA_WRITE,7,0ns,184,,0,0,0.0,647.30158,0.0,0.0,110.5865
185,12,15,8947849,URMA_WRITE,7,0ns,185,,0,0,0.0,214.85406,0.0,0.0,333.1694
186,12,8,8947849,URMA_WRITE,7,0ns,186,,0,0,0.0,649.47188,0.0,0.0,110.2169
187,12,0,8947849,URMA_WRITE,7,0ns,187,,0,0,0.0,648.12476,0.0,0.0,110.446
188,12,7,8947848,URMA_WRITE,7,0ns,188,,0,0,0.0,646.93112,0.0,0.0,110.6498
189,12,1,8947848,URMA_WRITE,7,0ns,189,,0,0,0.0,645.71876,0.0,0.0,110.8575
190,12,6,8947848,URMA_WRITE,7,0ns,190,,0,0,0.0,645.5734,0.0,0.0,110.8825
191,12,2,8947848,URMA_WRITE,7,0ns,191,,0,0,0.0,648.07108,0.0,0.0,110.4551
192,12,5,8947848,URMA_WRITE,7,0ns,192,,0,0,0.0,649.89508,0.0,0.0,110.1451
193,12,3,8947848,URMA_WRITE,7,0ns,193,,0,0,0.0,639.78264,0.0,0.0,111.8861
194,12,4,8947848,URMA_WRITE,7,0ns,194,,0,0,0.0,648.31448,0.0,0.0,110.4137
195,13,12,8947849,URMA_WRITE,7,0ns,195,,0,0,0.0,214.85406,0.0,0.0,333.1694
196,13,14,8947849,URMA_WRITE,7,0ns,196,,0,0,0.0,214.85406,0.0,0.0,333.1694
197,13,11,8947849,URMA_WRITE,7,0ns,197,,0,0,0.0,648.4964,0.0,0.0,110.3827
198,13,15,8947849,URMA_WRITE,7,0ns,198,,0,0,0.0,214.85406,0.0,0.0,333.1694
199,13,10,8947849,URMA_WRITE,7,0ns,199,,0,0,0.0,650.0761,0.0,0.0,110.1145
200,13,0,8947849,URMA_WRITE,7,0ns,200,,0,0,0.0,650.18884,0.0,0.0,110.0954
