taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,srcPortHint,dstPortHint
210,4,2,2236962,URMA_WRITE,7,0ns,62,,1,1,4,4
211,4,2,2236962,URMA_WRITE,7,0ns,62,,2,2,5,5
212,4,2,2236963,URMA_WRITE,7,0ns,62,,3,3,6,6
213,4,6,8947849,URMA_WRITE,7,0ns,63,,0,0,1,0
214,4,1,2236962,URMA_WRITE,7,0ns,64,,0,0,3,3
215,4,1,2236962,URMA_WRITE,7,0ns,64,,1,1,4,4
216,4,1,2236962,URMA_WRITE,7,0ns,64,,2,2,5,5
217,4,1,2236963,URMA_WRITE,7,0ns,64,,3,3,6,6
218,4,7,8947849,URMA_WRITE,7,0ns,65,,0,0,2,0
219,4,0,2236962,URMA_WRITE,7,0ns,66,,0,0,3,3
220,4,0,2236962,URMA_WRITE,7,0ns,66,,1,1,4,4
221,4,0,2236962,URMA_WRITE,7,0ns,66,,2,2,5,5
222,4,0,2236963,URMA_WRITE,7,0ns,66,,3,3,6,6
223,4,8,2236962,URMA_WRITE,7,0ns,67,,0,0,3,3
224,4,8,2236962,URMA_WRITE,7,0ns,67,,1,1,4,4
225,4,8,2236962,URMA_WRITE,7,0ns,67,,2,2,5,5
226,4,8,2236963,URMA_WRITE,7,0ns,67,,3,3,6,6
227,4,15,2236962,URMA_WRITE,7,0ns,68,,0,0,3,3
228,4,15,2236962,URMA_WRITE,7,0ns,68,,1,1,4,4
229,4,15,2236962,URMA_WRITE,7,0ns,68,,2,2,5,5
230,4,15,2236962,URMA_WRITE,7,0ns,68,,3,3,6,6
231,4,9,2236962,URMA_WRITE,7,0ns,69,,0,0,3,3
232,4,9,2236962,URMA_WRITE,7,0ns,69,,1,1,4,4
233,4,9,2236962,URMA_WRITE,7,0ns,69,,2,2,5,5
234,4,9,2236962,URMA_WRITE,7,0ns,69,,3,3,6,6
235,4,14,2236962,URMA_WRITE,7,0ns,70,,0,0,3,3
236,4,14,2236962,URMA_WRITE,7,0ns,70,,1,1,4,4
237,4,14,2236962,URMA_WRITE,7,0ns,70,,2,2,5,5
238,4,14,2236962,URMA_WRITE,7,0ns,70,,3,3,6,6
239,4,10,2236962,URMA_WRITE,7,0ns,71,,0,0,3,3
240,4,10,2236962,URMA_WRITE,7,0ns,71,,1,1,4,4
241,4,10,2236962,URMA_WRITE,7,0ns,71,,2,2,5,5
242,4,10,2236962,URMA_WRITE,7,0ns,71,,3,3,6,6
243,4,13,2236962,URMA_WRITE,7,0ns,72,,0,0,3,3
244,4,13,2236962,URMA_WRITE,7,0ns,72,,1,1,4,4
245,4,13,2236962,URMA_WRITE,7,0ns,72,,2,2,5,5
246,4,13,2236962,URMA_WRITE,7,0ns,72,,3,3,6,6
247,4,11,2236962,URMA_WRITE,7,0ns,73,,0,0,3,3
248,4,11,2236962,URMA_WRITE,7,0ns,73,,1,1,4,4
249,4,11,2236962,URMA_WRITE,7,0ns,73,,2,2,5,5
250,4,11,2236962,URMA_WRITE,7,0ns,73,,3,3,6,6
251,4,12,2236962,URMA_WRITE,7,0ns,74,,0,0,3,3
252,4,12,2236962,URMA_WRITE,7,0ns,74,,1,1,4,4
253,4,12,2236962,URMA_WRITE,7,0ns,74,,2,2,5,5
254,4,12,2236962,URMA_WRITE,7,0ns,74,,3,3,6,6
255,5,4,8947849,URMA_WRITE,7,0ns,75,,0,0,0,0
256,5,6,8947849,URMA_WRITE,7,0ns,76,,0,0,1,1
257,5,3,2236962,URMA_WRITE,7,0ns,77,,0,0,3,3
258,5,3,2236962,URMA_WRITE,7,0ns,77,,1,1,4,4
259,5,3,2236962,URMA_WRITE,7,0ns,77,,2,2,5,5
260,5,3,2236963,URMA_WRITE,7,0ns,77,,3,3,6,6
261,5,7,8947849,URMA_WRITE,7,0ns,78,,0,0,2,1
262,5,2,2236962,URMA_WRITE,7,0ns,79,,0,0,3,3
263,5,2,2236962,URMA_WRITE,7,0ns,79,,1,1,4,4
264,5,2,2236962,URMA_WRITE,7,0ns,79,,2,2,5,5
265,5,2,2236963,URMA_WRITE,7,0ns,79,,3,3,6,6
266,5,8,2236962,URMA_WRITE,7,0ns,80,,0,0,3,3
267,5,8,2236962,URMA_WRITE,7,0ns,80,,1,1,4,4
268,5,8,2236962,URMA_WRITE,7,0ns,80,,2,2,5,5
269,5,8,2236963,URMA_WRITE,7,0ns,80,,3,3,6,6
270,5,1,2236962,URMA_WRITE,7,0ns,81,,0,0,3,3
271,5,1,2236962,URMA_WRITE,7,0ns,81,,1,1,4,4
272,5,1,2236962,URMA_WRITE,7,0ns,81,,2,2,5,5
273,5,1,2236963,URMA_WRITE,7,0ns,81,,3,3,6,6
274,5,9,2236962,URMA_WRITE,7,0ns,82,,0,0,3,3
275,5,9,2236962,URMA_WRITE,7,0ns,82,,1,1,4,4
276,5,9,2236962,URMA_WRITE,7,0ns,82,,2,2,5,5
277,5,9,2236963,URMA_WRITE,7,0ns,82,,3,3,6,6
278,5,0,2236962,URMA_WRITE,7,0ns,83,,0,0,3,3
279,5,0,2236962,URMA_WRITE,7,0ns,83,,1,1,4,4
280,5,0,2236962,URMA_WRITE,7,0ns,83,,2,2,5,5
281,5,0,2236962,URMA_WRITE,7,0ns,83,,3,3,6,6
282,5,10,2236962,URMA_WRITE,7,0ns,84,,0,0,3,3
283,5,10,2236962,URMA_WRITE,7,0ns,84,,1,1,4,4
284,5,10,2236962,URMA_WRITE,7,0ns,84,,2,2,5,5
285,5,10,2236962,URMA_WRITE,7,0ns,84,,3,3,6,6
286,5,15,2236962,URMA_WRITE,7,0ns,85,,0,0,3,3
287,5,15,2236962,URMA_WRITE,7,0ns,85,,1,1,4,4
288,5,15,2236962,URMA_WRITE,7,0ns,85,,2,2,5,5
289,5,15,2236962,URMA_WRITE,7,0ns,85,,3,3,6,6
290,5,11,2236962,URMA_WRITE,7,0ns,86,,0,0,3,3
291,5,11,2236962,URMA_WRITE,7,0ns,86,,1,1,4,4
292,5,11,2236962,URMA_WRITE,7,0ns,86,,2,2,5,5
293,5,11,2236962,URMA_WRITE,7,0ns,86,,3,3,6,6
294,5,14,2236962,URMA_WRITE,7,0ns,87,,0,0,3,3
295,5,14,2236962,URMA_WRITE,7,0ns,87,,1,1,4,4
296,5,14,2236962,URMA_WRITE,7,0ns,87,,2,2,5,5
297,5,14,2236962,URMA_WRITE,7,0ns,87,,3,3,6,6
298,5,12,2236962,URMA_WRITE,7,0ns,88,,0,0,3,3
299,5,12,2236962,URMA_WRITE,7,0ns,88,,1,1,4,4
300,5,12,2236962,URMA_WRITE,7,0ns,88,,2,2,5,5
301,5,12,2236962,URMA_WRITE,7,0ns,88,,3,3,6,6
302,5,13,2236962,URMA_WRITE,7,0ns,89,,0,0,3,3
303,5,13,2236962,URMA_WRITE,7,0ns,89,,1,1,4,4
304,5,13,2236962,URMA_WRITE,7,0ns,89,,2,2,5,5
305,5,13,2236962,URMA_WRITE,7,0ns,89,,3,3,6,6
306,6,5,8947849,URMA_WRITE,7,0ns,90,,0,0,1,1
307,6,7,8947849,URMA_WRITE,7,0ns,91,,0,0,2,2
308,6,4,8947849,URMA_WRITE,7,0ns,92,,0,0,0,1
309,6,8,2236962,URMA_WRITE,7,0ns,93,,0,0,3,3
310,6,8,2236962,URMA_WRITE,7,0ns,93,,1,1,4,4
311,6,8,2236962,URMA_WRITE,7,0ns,93,,2,2,5,5
312,6,8,2236963,URMA_WRITE,7,0ns,93,,3,3,6,6
313,6,3,2236962,URMA_WRITE,7,0ns,94,,0,0,3,3
314,6,3,2236962,URMA_WRITE,7,0ns,94,,1,1,4,4
315,6,3,2236962,URMA_WRITE,7,0ns,94,,2,2,5,5
316,6,3,2236963,URMA_WRITE,7,0ns,94,,3,3,6,6
317,6,9,2236962,URMA_WRITE,7,0ns,95,,0,0,3,3
318,6,9,2236962,URMA_WRITE,7,0ns,95,,1,1,4,4
319,6,9,2236962,URMA_WRITE,7,0ns,95,,2,2,5,5
320,6,9,2236963,URMA_WRITE,7,0ns,95,,3,3,6,6
321,6,2,2236962,URMA_WRITE,7,0ns,96,,0,0,3,3
322,6,2,2236962,URMA_WRITE,7,0ns,96,,1,1,4,4
323,6,2,2236962,URMA_WRITE,7,0ns,96,,2,2,5,5
324,6,2,2236963,URMA_WRITE,7,0ns,96,,3,3,6,6
325,6,10,2236962,URMA_WRITE,7,0ns,97,,0,0,3,3
326,6,10,2236962,URMA_WRITE,7,0ns,97,,1,1,4,4
327,6,10,2236962,URMA_WRITE,7,0ns,97,,2,2,5,5
328,6,10,2236963,URMA_WRITE,7,0ns,97,,3,3,6,6
329,6,1,2236962,URMA_WRITE,7,0ns,98,,0,0,3,3
330,6,1,2236962,URMA_WRITE,7,0ns,98,,1,1,4,4
331,6,1,2236962,URMA_WRITE,7,0ns,98,,2,2,5,5
332,6,1,2236962,URMA_WRITE,7,0ns,98,,3,3,6,6
333,6,11,2236962,URMA_WRITE,7,0ns,99,,0,0,3,3
334,6,11,2236962,URMA_WRITE,7,0ns,99,,1,1,4,4
335,6,11,2236962,URMA_WRITE,7,0ns,99,,2,2,5,5
336,6,11,2236962,URMA_WRITE,7,0ns,99,,3,3,6,6
337,6,0,2236962,URMA_WRITE,7,0ns,100,,0,0,3,3
338,6,0,2236962,URMA_WRITE,7,0ns,100,,1,1,4,4
339,6,0,2236962,URMA_WRITE,7,0ns,100,,2,2,5,5
340,6,0,2236962,URMA_WRITE,7,0ns,100,,3,3,6,6
341,6,12,2236962,URMA_WRITE,7,0ns,101,,0,0,3,3
342,6,12,2236962,URMA_WRITE,7,0ns,101,,1,1,4,4
343,6,12,2236962,URMA_WRITE,7,0ns,101,,2,2,5,5
344,6,12,2236962,URMA_WRITE,7,0ns,101,,3,3,6,6
345,6,15,2236962,URMA_WRITE,7,0ns,102,,0,0,3,3
346,6,15,2236962,URMA_WRITE,7,0ns,102,,1,1,4,4
347,6,15,2236962,URMA_WRITE,7,0ns,102,,2,2,5,5
348,6,15,2236962,URMA_WRITE,7,0ns,102,,3,3,6,6
349,6,13,2236962,URMA_WRITE,7,0ns,103,,0,0,3,3
350,6,13,2236962,URMA_WRITE,7,0ns,103,,1,1,4,4
351,6,13,2236962,URMA_WRITE,7,0ns,103,,2,2,5,5
352,6,13,2236962,URMA_WRITE,7,0ns,103,,3,3,6,6
353,6,14,2236962,URMA_WRITE,7,0ns,104,,0,0,3,3
354,6,14,2236962,URMA_WRITE,7,0ns,104,,1,1,4,4
355,6,14,2236962,URMA_WRITE,7,0ns,104,,2,2,5,5
356,6,14,2236962,URMA_WRITE,7,0ns,104,,3,3,6,6
357,7,6,8947849,URMA_WRITE,7,0ns,105,,0,0,2,2
358,7,8,2236962,URMA_WRITE,7,0ns,106,,0,0,3,3
359,7,8,2236962,URMA_WRITE,7,0ns,106,,1,1,4,4
360,7,8,2236962,URMA_WRITE,7,0ns,106,,2,2,5,5
361,7,8,2236963,URMA_WRITE,7,0ns,106,,3,3,6,6
362,7,5,8947849,URMA_WRITE,7,0ns,107,,0,0,1,2
