taskId,sourceNode,destNode,dataSize(Byte),opType,priority,delay,phaseId,dependOnPhases,srcEntityId,dstEntityId,taskStartTime(us),taskCompletesTime(us),firstPacketSends(us),lastPacketACKs(us),taskThroughput(Gbps)
162,10,3,8947848,URMA_WRITE,7,0ns,162,,163,163,0.0,558.61756,0.0,0.0,128.1427
163,10,1,8947848,URMA_WRITE,7,0ns,163,,164,164,0.0,558.69624,0.0,0.0,128.1247
164,10,2,8947848,URMA_WRITE,7,0ns,164,,165,165,0.0,557.87424,0.0,0.0,128.3135
165,11,10,8947849,URMA_WRITE,7,0ns,165,,166,166,0.0,181.63326,0.0,0.0,394.1062
166,11,12,8947849,URMA_WRITE,7,0ns,166,,167,167,0.0,555.71656,0.0,0.0,128.8117
167,11,9,8947849,URMA_WRITE,7,0ns,167,,168,168,0.0,181.63326,0.0,0.0,394.1062
168,11,13,8947849,URMA_WRITE,7,0ns,168,,169,169,0.0,558.7316,0.0,0.0,128.1166
169,11,8,8947849,URMA_WRITE,7,0ns,169,,170,170,0.0,181.63326,0.0,0.0,394.1062
170,11,14,8947849,URMA_WRITE,7,0ns,170,,171,171,0.0,556.22192,0.0,0.0,128.6947
171,11,7,8947849,URMA_WRITE,7,0ns,171,,172,172,0.0,555.96448,0.0,0.0,128.7543
172,11,15,8947849,URMA_WRITE,7,0ns,172,,173,173,0.0,558.15386,0.0,0.0,128.2492
173,11,6,8947848,URMA_WRITE,7,0ns,173,,174,174,0.0,561.42912,0.0,0.0,127.501
174,11,0,8947848,URMA_WRITE,7,0ns,174,,175,175,0.0,554.87096,0.0,0.0,129.008
175,11,5,8947848,URMA_WRITE,7,0ns,175,,176,176,0.0,556.28414,0.0,0.0,128.6803
176,11,1,8947848,URMA_WRITE,7,0ns,176,,177,177,0.0,558.96122,0.0,0.0,128.064
177,11,4,8947848,URMA_WRITE,7,0ns,177,,178,178,0.0,555.00978,0.0,0.0,128.9757
178,11,2,8947848,URMA_WRITE,7,0ns,178,,179,179,0.0,553.34772,0.0,0.0,129.3631
179,11,3,8947848,URMA_WRITE,7,0ns,179,,180,180,0.0,558.64496,0.0,0.0,128.1365
180,12,11,8947849,URMA_WRITE,7,0ns,180,,181,181,0.0,556.2104,0.0,0.0,128.6973
181,12,13,8947849,URMA_WRITE,7,0ns,181,,182,182,0.0,181.63326,0.0,0.0,394.1062
182,12,10,8947849,URMA_WRITE,7,0ns,182,,183,183,0.0,558.70592,0.0,0.0,128.1225
183,12,14,8947849,URMA_WRITE,7,0ns,183,,184,184,0.0,181.63326,0.0,0.0,394.1062
184,12,9,8947849,URMA_WRITE,7,0ns,184,,185,185,0.0,552.70278,0.0,0.0,129.5141
185,12,15,8947849,URMA_WRITE,7,0ns,185,,186,186,0.0,181.63326,0.0,0.0,394.1062
186,12,8,8947849,URMA_WRITE,7,0ns,186,,187,187,0.0,552.84836,0.0,0.0,129.48
187,12,0,8947849,URMA_WRITE,7,0ns,187,,188,188,0.0,551.97652,0.0,0.0,129.6845
188,12,7,8947848,URMA_WRITE,7,0ns,188,,189,189,0.0,553.2221,0.0,0.0,129.3925
189,12,1,8947848,URMA_WRITE,7,0ns,189,,190,190,0.0,562.73808,0.0,0.0,127.2044
190,12,6,8947848,URMA_WRITE,7,0ns,190,,191,191,0.0,561.43012,0.0,0.0,127.5008
191,12,2,8947848,URMA_WRITE,7,0ns,191,,192,192,0.0,556.61156,0.0,0.0,128.6046
192,12,5,8947848,URMA_WRITE,7,0ns,192,,193,193,0.0,556.28366,0.0,0.0,128.6804
193,12,3,8947848,URMA_WRITE,7,0ns,193,,194,194,0.0,558.30606,0.0,0.0,128.2142
194,12,4,8947848,URMA_WRITE,7,0ns,194,,195,195,0.0,554.81356,0.0,0.0,129.0213
195,13,12,8947849,URMA_WRITE,7,0ns,195,,196,196,0.0,181.63326,0.0,0.0,394.1062
196,13,14,8947849,URMA_WRITE,7,0ns,196,,197,197,0.0,181.63326,0.0,0.0,394.1062
197,13,11,8947849,URMA_WRITE,7,0ns,197,,198,198,0.0,558.7626,0.0,0.0,128.1095
