nodeId1,portId1,nodeId2,portId2,bandwidth,delay
81,7,250,1,400Gbps,1ns
82,0,138,2,400Gbps,1ns
82,1,154,2,400Gbps,1ns
82,2,170,2,400Gbps,1ns
82,3,186,2,400Gbps,1ns
82,4,202,2,400Gbps,1ns
82,5,218,2,400Gbps,1ns
82,6,234,2,400Gbps,1ns
82,7,250,2,400Gbps,1ns
83,0,138,3,400Gbps,1ns
83,1,154,3,400Gbps,1ns
83,2,170,3,400Gbps,1ns
83,3,186,3,400Gbps,1ns
83,4,202,3,400Gbps,1ns
83,5,218,3,400Gbps,1ns
83,6,234,3,400Gbps,1ns
83,7,250,3,400Gbps,1ns
84,0,138,4,400Gbps,1ns
84,1,154,4,400Gbps,1ns
84,2,170,4,400Gbps,1ns
84,3,186,4,400Gbps,1ns
84,4,202,4,400Gbps,1ns
84,5,218,4,400Gbps,1ns
84,6,234,4,400Gbps,1ns
84,7,250,4,400Gbps,1ns
85,0,138,5,400Gbps,1ns
85,1,154,5,400Gbps,1ns
85,2,170,5,400Gbps,1ns
85,3,186,5,400Gbps,1ns
85,4,202,5,400Gbps,1ns
85,5,218,5,400Gbps,1ns
85,6,234,5,400Gbps,1ns
85,7,250,5,400Gbps,1ns
86,0,138,6,400Gbps,1ns
86,1,154,6,400Gbps,1ns
86,2,170,6,400Gbps,1ns
86,3,186,6,400Gbps,1ns
86,4,202,6,400Gbps,1ns
86,5,218,6,400Gbps,1ns
86,6,234,6,400Gbps,1ns
86,7,250,6,400Gbps,1ns
87,0,138,7,400Gbps,1ns
87,1,154,7,400Gbps,1ns
87,2,170,7,400Gbps,1ns
87,3,186,7,400Gbps,1ns
87,4,202,7,400Gbps,1ns
87,5,218,7,400Gbps,1ns
87,6,234,7,400Gbps,1ns
87,7,250,7,400Gbps,1ns
88,0,139,0,400Gbps,1ns
88,1,155,0,400Gbps,1ns
88,2,171,0,400Gbps,1ns
88,3,187,0,400Gbps,1ns
88,4,203,0,400Gbps,1ns
88,5,219,0,400Gbps,1ns
88,6,235,0,400Gbps,1ns
88,7,251,0,400Gbps,1ns
89,0,139,1,400Gbps,1ns
89,1,155,1,400Gbps,1ns
89,2,171,1,400Gbps,1ns
89,3,187,1,400Gbps,1ns
89,4,203,1,400Gbps,1ns
89,5,219,1,400Gbps,1ns
89,6,235,1,400Gbps,1ns
89,7,251,1,400Gbps,1ns
90,0,139,2,400Gbps,1ns
90,1,155,2,400Gbps,1ns
90,2,171,2,400Gbps,1ns
90,3,187,2,400Gbps,1ns
90,4,203,2,400Gbps,1ns
